,TimeFrame,Location Id,Dwelling Type,Number Of Beds,Total Bonds,Active Bonds,Closed Bonds,Median Rent,Geometric Mean Rent,Upper Quartile Rent,Lower Quartile Rent,Log Std Dev Weekly Rent,year_quarter
75,2026-04-01,117400.0,ALL,1,6,69,0,880.0,900.0,1050.0,853.0,0.2365,2026_Q2
76,2026-04-01,117600.0,ALL,1,12,30,0,673.0,717.0,990.0,553.0,0.2892,2026_Q2
77,2026-04-01,117700.0,ALL,1,9,39,0,700.0,703.0,808.0,615.0,0.2439,2026_Q2
78,2026-04-01,117800.0,ALL,1,12,24,0,765.0,777.0,884.0,625.0,0.2537,2026_Q2
79,2026-04-01,117900.0,ALL,1,12,51,0,725.0,695.0,785.0,698.0,0.307,2026_Q2
80,2026-04-01,118100.0,ALL,1,18,84,6,530.0,527.0,604.0,475.0,0.369,2026_Q2
81,2026-04-01,118200.0,ALL,1,9,45,3,850.0,709.0,850.0,675.0,0.3543,2026_Q2
82,2026-04-01,118300.0,ALL,1,6,57,3,565.0,589.0,668.0,451.0,0.3419,2026_Q2
83,2026-04-01,118400.0,ALL,1,12,60,3,450.0,443.0,593.0,295.0,0.4626,2026_Q2
84,2026-04-01,118500.0,ALL,1,12,39,0,900.0,693.0,1113.0,550.0,0.7021,2026_Q2
85,2026-04-01,118600.0,ALL,1,6,36,3,510.0,495.0,538.0,473.0,0.1734,2026_Q2
86,2026-04-01,118700.0,ALL,1,12,33,3,825.0,749.0,988.0,523.0,0.3663,2026_Q2
87,2026-04-01,118900.0,ALL,1,6,24,3,500.0,606.0,583.0,485.0,0.5225,2026_Q2
88,2026-04-01,119000.0,ALL,1,6,36,0,898.0,788.0,1013.0,650.0,0.3739,2026_Q2
89,2026-04-01,119100.0,ALL,1,9,21,3,950.0,933.0,1115.0,743.0,0.2716,2026_Q2
90,2026-04-01,119200.0,ALL,1,9,18,0,800.0,727.0,810.0,798.0,0.2934,2026_Q2
91,2026-04-01,119500.0,ALL,1,15,39,3,850.0,762.0,920.0,530.0,0.3496,2026_Q2
92,2026-04-01,119600.0,ALL,1,15,42,3,650.0,641.0,660.0,600.0,0.0892,2026_Q2
93,2026-04-01,119700.0,ALL,1,9,24,3,965.0,933.0,1025.0,820.0,0.1265,2026_Q2
94,2026-04-01,119800.0,ALL,1,21,78,3,660.0,627.0,700.0,623.0,0.3426,2026_Q2
95,2026-04-01,120200.0,ALL,1,102,285,15,670.0,702.0,798.0,620.0,0.2091,2026_Q2
96,2026-04-01,120400.0,ALL,1,21,87,12,415.0,461.0,503.0,400.0,0.2251,2026_Q2
97,2026-04-01,120500.0,ALL,1,6,33,3,950.0,902.0,1025.0,913.0,0.2578,2026_Q2
98,2026-04-01,120600.0,ALL,1,6,39,0,678.0,680.0,700.0,630.0,0.1308,2026_Q2
99,2026-04-01,120800.0,ALL,1,6,33,3,880.0,825.0,1095.0,680.0,0.3635,2026_Q2
100,2026-04-01,120900.0,ALL,1,9,33,0,665.0,680.0,740.0,650.0,0.11,2026_Q2
101,2026-04-01,121000.0,ALL,1,12,42,3,675.0,633.0,788.0,514.0,0.3215,2026_Q2
102,2026-04-01,121200.0,ALL,1,12,39,0,650.0,683.0,825.0,613.0,0.277,2026_Q2
103,2026-04-01,121300.0,ALL,1,18,33,0,710.0,720.0,788.0,610.0,0.1763,2026_Q2
104,2026-04-01,121400.0,ALL,1,6,18,3,700.0,708.0,745.0,666.0,0.1141,2026_Q2
105,2026-04-01,121500.0,ALL,1,12,30,3,680.0,664.0,763.0,633.0,0.2258,2026_Q2
106,2026-04-01,121600.0,ALL,1,15,39,0,600.0,492.0,718.0,525.0,0.6787,2026_Q2
107,2026-04-01,121700.0,ALL,1,6,30,3,540.0,547.0,585.0,506.0,0.1469,2026_Q2
108,2026-04-01,121800.0,ALL,1,6,45,3,623.0,660.0,733.0,595.0,0.1351,2026_Q2
109,2026-04-01,121900.0,ALL,1,12,51,3,615.0,601.0,680.0,563.0,0.2572,2026_Q2
110,2026-04-01,122100.0,ALL,1,12,30,3,580.0,506.0,680.0,445.0,0.4087,2026_Q2
111,2026-04-01,122200.0,ALL,1,6,18,0,980.0,891.0,991.0,748.0,0.2448,2026_Q2
112,2026-04-01,122300.0,ALL,1,9,39,3,650.0,575.0,683.0,610.0,0.3784,2026_Q2
113,2026-04-01,122400.0,ALL,1,6,36,3,645.0,613.0,725.0,498.0,0.2939,2026_Q2
114,2026-04-01,122500.0,ALL,1,9,33,0,660.0,595.0,695.0,550.0,0.3586,2026_Q2
115,2026-04-01,122600.0,ALL,1,6,27,0,900.0,925.0,960.0,860.0,0.1254,2026_Q2
116,2026-04-01,122700.0,ALL,1,6,48,3,645.0,672.0,731.0,615.0,0.2213,2026_Q2
117,2026-04-01,122800.0,ALL,1,9,54,0,615.0,587.0,680.0,510.0,0.1994,2026_Q2
118,2026-04-01,122900.0,ALL,1,18,54,3,650.0,600.0,723.0,630.0,0.5188,2026_Q2
119,2026-04-01,123000.0,ALL,1,12,33,0,615.0,604.0,709.0,543.0,0.2159,2026_Q2
120,2026-04-01,123100.0,ALL,1,9,39,3,620.0,658.0,850.0,600.0,0.2744,2026_Q2
121,2026-04-01,123200.0,ALL,1,24,90,6,623.0,626.0,654.0,588.0,0.1406,2026_Q2
122,2026-04-01,123300.0,ALL,1,15,42,0,700.0,651.0,760.0,530.0,0.3037,2026_Q2
123,2026-04-01,123400.0,ALL,1,9,48,3,765.0,756.0,830.0,695.0,0.1834,2026_Q2
124,2026-04-01,123600.0,ALL,1,6,36,6,925.0,855.0,1075.0,783.0,0.3011,2026_Q2
125,2026-04-01,123700.0,ALL,1,9,48,3,920.0,854.0,1100.0,625.0,0.3539,2026_Q2
126,2026-04-01,123800.0,ALL,1,18,63,3,585.0,466.0,635.0,469.0,0.5667,2026_Q2
127,2026-04-01,123900.0,ALL,1,9,30,3,690.0,700.0,740.0,675.0,0.2478,2026_Q2
128,2026-04-01,124000.0,ALL,1,9,63,3,650.0,651.0,780.0,583.0,0.2918,2026_Q2
129,2026-04-01,124200.0,ALL,1,15,30,3,650.0,641.0,720.0,560.0,0.1614,2026_Q2
130,2026-04-01,124300.0,ALL,1,12,63,6,630.0,489.0,658.0,443.0,0.6336,2026_Q2
131,2026-04-01,124400.0,ALL,1,15,63,6,630.0,582.0,693.0,513.0,0.2147,2026_Q2
132,2026-04-01,124500.0,ALL,1,18,78,6,620.0,657.0,755.0,565.0,0.1985,2026_Q2
133,2026-04-01,124600.0,ALL,1,9,24,0,730.0,745.0,838.0,675.0,0.1449,2026_Q2
134,2026-04-01,124800.0,ALL,1,24,72,6,613.0,587.0,685.0,555.0,0.3057,2026_Q2
135,2026-04-01,124900.0,ALL,1,12,45,6,595.0,596.0,643.0,561.0,0.1396,2026_Q2
136,2026-04-01,125000.0,ALL,1,18,39,3,600.0,427.0,770.0,188.0,0.7688,2026_Q2
137,2026-04-01,125200.0,ALL,1,24,66,3,690.0,664.0,758.0,590.0,0.2103,2026_Q2
138,2026-04-01,125400.0,ALL,1,9,42,0,750.0,800.0,920.0,740.0,0.1481,2026_Q2
139,2026-04-01,125500.0,ALL,1,18,60,3,645.0,582.0,863.0,508.0,0.5675,2026_Q2
140,2026-04-01,125600.0,ALL,1,9,75,6,640.0,683.0,785.0,610.0,0.1783,2026_Q2
141,2026-04-01,125700.0,ALL,1,6,36,3,635.0,649.0,773.0,573.0,0.1757,2026_Q2
142,2026-04-01,125800.0,ALL,1,6,39,3,650.0,605.0,745.0,531.0,0.405,2026_Q2
143,2026-04-01,125900.0,ALL,1,12,42,6,855.0,882.0,1213.0,625.0,0.3855,2026_Q2
144,2026-04-01,126100.0,ALL,1,9,9,0,750.0,714.0,795.0,625.0,0.1425,2026_Q2
145,2026-04-01,126200.0,ALL,1,6,48,3,635.0,593.0,790.0,508.0,0.3718,2026_Q2
146,2026-04-01,126300.0,ALL,1,6,21,0,675.0,599.0,835.0,478.0,0.4233,2026_Q2
147,2026-04-01,126400.0,ALL,1,9,48,0,650.0,639.0,720.0,570.0,0.1533,2026_Q2
148,2026-04-01,126500.0,ALL,1,9,51,0,695.0,728.0,850.0,600.0,0.2081,2026_Q2
149,2026-04-01,126600.0,ALL,1,27,129,12,640.0,726.0,853.0,600.0,0.3253,2026_Q2
150,2026-04-01,126700.0,ALL,1,18,105,3,560.0,452.0,600.0,443.0,0.6126,2026_Q2
151,2026-04-01,126800.0,ALL,1,15,120,12,580.0,692.0,890.0,560.0,0.3471,2026_Q2
152,2026-04-01,126900.0,ALL,1,6,24,3,620.0,489.0,709.0,530.0,0.7342,2026_Q2
153,2026-04-01,127000.0,ALL,1,18,78,6,670.0,682.0,740.0,638.0,0.1445,2026_Q2
154,2026-04-01,127100.0,ALL,1,15,69,15,635.0,613.0,650.0,603.0,0.1328,2026_Q2
155,2026-04-01,127300.0,ALL,1,6,45,3,650.0,707.0,828.0,590.0,0.2912,2026_Q2
156,2026-04-01,127400.0,ALL,1,15,87,6,640.0,631.0,670.0,535.0,0.2858,2026_Q2
157,2026-04-01,127500.0,ALL,1,9,54,3,530.0,490.0,595.0,515.0,0.4385,2026_Q2
158,2026-04-01,127700.0,ALL,1,48,135,0,550.0,569.0,588.0,530.0,0.1284,2026_Q2
159,2026-04-01,127900.0,ALL,1,9,60,3,595.0,525.0,655.0,510.0,0.4017,2026_Q2
160,2026-04-01,128100.0,ALL,1,6,27,3,900.0,807.0,913.0,813.0,0.2565,2026_Q2
161,2026-04-01,128200.0,ALL,1,9,39,0,850.0,703.0,898.0,588.0,0.4476,2026_Q2
162,2026-04-01,128300.0,ALL,1,15,48,3,650.0,583.0,700.0,595.0,0.3939,2026_Q2
163,2026-04-01,128400.0,ALL,1,21,78,3,600.0,567.0,690.0,575.0,0.3659,2026_Q2
164,2026-04-01,128500.0,ALL,1,9,48,3,650.0,665.0,735.0,610.0,0.1468,2026_Q2
165,2026-04-01,128800.0,ALL,1,9,39,3,700.0,785.0,980.0,640.0,0.3248,2026_Q2
166,2026-04-01,128900.0,ALL,1,9,42,0,650.0,642.0,698.0,585.0,0.2023,2026_Q2
167,2026-04-01,129000.0,ALL,1,15,30,0,635.0,458.0,675.0,518.0,0.6651,2026_Q2
168,2026-04-01,129100.0,ALL,1,18,90,9,540.0,400.0,615.0,383.0,0.6933,2026_Q2
169,2026-04-01,129300.0,ALL,1,9,42,3,700.0,737.0,870.0,590.0,0.2804,2026_Q2
170,2026-04-01,129400.0,ALL,1,6,27,3,590.0,655.0,799.0,530.0,0.5448,2026_Q2
171,2026-04-01,129500.0,ALL,1,9,33,0,670.0,599.0,720.0,650.0,0.5012,2026_Q2
172,2026-04-01,129600.0,ALL,1,15,57,0,585.0,482.0,640.0,530.0,0.6059,2026_Q2
173,2026-04-01,129700.0,ALL,1,33,147,24,695.0,775.0,925.0,575.0,0.4182,2026_Q2
174,2026-04-01,129900.0,ALL,1,15,78,9,530.0,622.0,900.0,400.0,0.4269,2026_Q2
175,2026-04-01,130000.0,ALL,1,9,12,0,730.0,607.0,825.0,448.0,0.3787,2026_Q2
176,2026-04-01,130100.0,ALL,1,12,42,0,610.0,575.0,664.0,500.0,0.2162,2026_Q2
177,2026-04-01,130200.0,ALL,1,27,141,9,673.0,704.0,818.0,583.0,0.4023,2026_Q2
178,2026-04-01,130300.0,ALL,1,15,51,0,900.0,1034.0,1550.0,750.0,0.402,2026_Q2
179,2026-04-01,130400.0,ALL,1,6,42,0,1295.0,1216.0,1675.0,885.0,0.5413,2026_Q2
180,2026-04-01,130500.0,ALL,1,27,51,3,129.0,196.0,570.0,93.0,0.9158,2026_Q2
181,2026-04-01,130600.0,ALL,1,6,45,3,673.0,535.0,735.0,471.0,0.5393,2026_Q2
182,2026-04-01,130700.0,ALL,1,9,54,0,585.0,606.0,700.0,495.0,0.2396,2026_Q2
183,2026-04-01,130800.0,ALL,1,12,129,6,535.0,394.0,625.0,453.0,0.7347,2026_Q2
184,2026-04-01,130900.0,ALL,1,18,72,0,550.0,552.0,655.0,460.0,0.2129,2026_Q2
185,2026-04-01,131000.0,ALL,1,18,54,0,650.0,628.0,685.0,508.0,0.3307,2026_Q2
186,2026-04-01,131100.0,ALL,1,15,66,0,650.0,643.0,725.0,515.0,0.2326,2026_Q2
187,2026-04-01,131200.0,ALL,1,15,117,12,620.0,725.0,1050.0,590.0,0.3524,2026_Q2
188,2026-04-01,131300.0,ALL,1,36,210,12,725.0,825.0,915.0,646.0,0.4459,2026_Q2
189,2026-04-01,131500.0,ALL,1,12,57,3,580.0,537.0,640.0,550.0,0.3794,2026_Q2
190,2026-04-01,131600.0,ALL,1,15,93,12,650.0,659.0,768.0,530.0,0.2955,2026_Q2
191,2026-04-01,131700.0,ALL,1,9,39,3,730.0,547.0,760.0,585.0,0.5886,2026_Q2
192,2026-04-01,131800.0,ALL,1,24,168,18,760.0,763.0,1075.0,593.0,0.4277,2026_Q2
193,2026-04-01,131900.0,ALL,1,24,99,9,350.0,330.0,660.0,150.0,0.6606,2026_Q2
194,2026-04-01,132000.0,ALL,1,18,102,9,573.0,547.0,700.0,470.0,0.3496,2026_Q2
195,2026-04-01,132100.0,ALL,1,21,168,15,700.0,637.0,823.0,480.0,0.3575,2026_Q2
196,2026-04-01,132200.0,ALL,1,21,75,6,540.0,595.0,720.0,500.0,0.2828,2026_Q2
197,2026-04-01,132300.0,ALL,1,18,78,6,580.0,501.0,630.0,470.0,0.4228,2026_Q2
198,2026-04-01,132400.0,ALL,1,90,525,48,528.0,482.0,586.0,428.0,0.4162,2026_Q2
199,2026-04-01,132600.0,ALL,1,18,84,6,605.0,498.0,665.0,468.0,0.5509,2026_Q2
200,2026-04-01,132700.0,ALL,1,108,564,45,470.0,484.0,550.0,410.0,0.2787,2026_Q2
201,2026-04-01,132800.0,ALL,1,18,174,12,603.0,611.0,764.0,500.0,0.3586,2026_Q2
202,2026-04-01,132900.0,ALL,1,18,48,3,595.0,352.0,688.0,101.0,0.955,2026_Q2
203,2026-04-01,133000.0,ALL,1,15,84,6,790.0,796.0,913.0,725.0,0.407,2026_Q2
204,2026-04-01,133100.0,ALL,1,66,177,6,510.0,552.0,614.0,490.0,0.1928,2026_Q2
205,2026-04-01,133200.0,ALL,1,51,441,33,490.0,509.0,550.0,440.0,0.3251,2026_Q2
206,2026-04-01,133300.0,ALL,1,51,576,57,650.0,677.0,850.0,550.0,0.2988,2026_Q2
207,2026-04-01,133400.0,ALL,1,105,513,42,440.0,418.0,475.0,393.0,0.2854,2026_Q2
208,2026-04-01,133500.0,ALL,1,33,204,18,615.0,572.0,665.0,550.0,0.4101,2026_Q2
209,2026-04-01,133600.0,ALL,1,21,174,15,580.0,558.0,698.0,508.0,0.4644,2026_Q2
210,2026-04-01,133700.0,ALL,1,63,714,78,470.0,575.0,750.0,440.0,0.4382,2026_Q2
211,2026-04-01,133800.0,ALL,1,48,261,12,410.0,407.0,523.0,308.0,0.4461,2026_Q2
212,2026-04-01,134100.0,ALL,1,78,459,51,440.0,410.0,513.0,338.0,0.4003,2026_Q2
213,2026-04-01,134200.0,ALL,1,18,111,9,580.0,543.0,720.0,453.0,0.5433,2026_Q2
214,2026-04-01,134300.0,ALL,1,69,321,39,420.0,491.0,603.0,420.0,0.3093,2026_Q2
215,2026-04-01,134400.0,ALL,1,15,123,9,900.0,776.0,975.0,650.0,0.344,2026_Q2
216,2026-04-01,134500.0,ALL,1,105,720,51,460.0,481.0,550.0,420.0,0.2446,2026_Q2
217,2026-04-01,134700.0,ALL,1,6,27,0,765.0,706.0,818.0,750.0,0.2831,2026_Q2
218,2026-04-01,134800.0,ALL,1,72,750,27,539.0,515.0,539.0,491.0,0.1042,2026_Q2
219,2026-04-01,134900.0,ALL,1,6,69,3,520.0,541.0,663.0,456.0,0.2506,2026_Q2
220,2026-04-01,135000.0,ALL,1,9,87,6,628.0,634.0,733.0,560.0,0.2405,2026_Q2
221,2026-04-01,135100.0,ALL,1,87,810,69,400.0,393.0,450.0,360.0,0.2891,2026_Q2
222,2026-04-01,135200.0,ALL,1,6,42,0,673.0,562.0,745.0,405.0,0.4343,2026_Q2
223,2026-04-01,135300.0,ALL,1,93,528,45,470.0,457.0,500.0,420.0,0.2484,2026_Q2
224,2026-04-01,135400.0,ALL,1,6,24,3,623.0,547.0,706.0,531.0,0.5039,2026_Q2
225,2026-04-01,135500.0,ALL,1,21,135,9,520.0,429.0,650.0,306.0,0.6397,2026_Q2
226,2026-04-01,135600.0,ALL,1,39,150,9,520.0,452.0,720.0,380.0,0.5555,2026_Q2
227,2026-04-01,135700.0,ALL,1,60,237,30,389.0,414.0,456.0,330.0,0.291,2026_Q2
228,2026-04-01,135800.0,ALL,1,12,72,6,610.0,614.0,648.0,564.0,0.1293,2026_Q2
229,2026-04-01,135900.0,ALL,1,90,552,51,472.0,433.0,490.0,400.0,0.2773,2026_Q2
230,2026-04-01,136000.0,ALL,1,87,615,54,545.0,527.0,680.0,450.0,0.3384,2026_Q2
231,2026-04-01,136100.0,ALL,1,60,282,30,295.0,360.0,451.0,285.0,0.3083,2026_Q2
232,2026-04-01,136200.0,ALL,1,15,60,0,665.0,682.0,790.0,600.0,0.305,2026_Q2
233,2026-04-01,136300.0,ALL,1,21,126,9,550.0,569.0,750.0,450.0,0.3084,2026_Q2
234,2026-04-01,136400.0,ALL,1,42,279,42,615.0,644.0,861.0,521.0,0.5307,2026_Q2
235,2026-04-01,136500.0,ALL,1,12,75,0,673.0,648.0,776.0,546.0,0.2371,2026_Q2
236,2026-04-01,136600.0,ALL,1,12,48,6,683.0,586.0,768.0,445.0,0.3717,2026_Q2
237,2026-04-01,136700.0,ALL,1,6,24,0,663.0,667.0,819.0,535.0,0.3055,2026_Q2
238,2026-04-01,136800.0,ALL,1,6,33,3,930.0,771.0,950.0,584.0,0.2888,2026_Q2
239,2026-04-01,136900.0,ALL,1,12,204,15,485.0,511.0,519.0,435.0,0.4476,2026_Q2
240,2026-04-01,137000.0,ALL,1,12,63,3,618.0,639.0,685.0,575.0,0.2044,2026_Q2
241,2026-04-01,137100.0,ALL,1,12,39,0,583.0,572.0,640.0,529.0,0.1627,2026_Q2
242,2026-04-01,137200.0,ALL,1,9,33,0,745.0,636.0,785.0,665.0,0.4407,2026_Q2
243,2026-04-01,137400.0,ALL,1,18,129,9,588.0,688.0,883.0,500.0,0.404,2026_Q2
244,2026-04-01,137600.0,ALL,1,12,54,3,570.0,572.0,659.0,546.0,0.2255,2026_Q2
245,2026-04-01,137700.0,ALL,1,12,75,6,615.0,600.0,694.0,533.0,0.2096,2026_Q2
246,2026-04-01,137800.0,ALL,1,36,357,24,460.0,531.0,580.0,438.0,0.462,2026_Q2
247,2026-04-01,137900.0,ALL,1,6,24,3,593.0,560.0,633.0,529.0,0.2044,2026_Q2
248,2026-04-01,138100.0,ALL,1,18,129,6,530.0,563.0,609.0,451.0,0.3431,2026_Q2
249,2026-04-01,138200.0,ALL,1,6,66,3,555.0,574.0,630.0,495.0,0.2088,2026_Q2
250,2026-04-01,138300.0,ALL,1,12,42,0,673.0,638.0,720.0,650.0,0.5339,2026_Q2
251,2026-04-01,138400.0,ALL,1,27,189,6,565.0,619.0,780.0,490.0,0.4238,2026_Q2
252,2026-04-01,138500.0,ALL,1,39,249,15,620.0,638.0,750.0,520.0,0.379,2026_Q2
253,2026-04-01,138600.0,ALL,1,9,42,0,630.0,563.0,670.0,510.0,0.293,2026_Q2
254,2026-04-01,138700.0,ALL,1,21,153,27,510.0,493.0,775.0,285.0,0.5835,2026_Q2
255,2026-04-01,138900.0,ALL,1,12,63,3,700.0,754.0,853.0,653.0,0.2153,2026_Q2
